codigo;filial;forecast;estoque_in_house;estoque_livre;compras;transferencias;politica;base_NS;ns;ns_ex_bo_total;ns_ex_bo_ttl_parc
1681;1010;2;4;4;0;0;60;Sim;1;1;1
1681;1009;5;17;17;0;0;60;Sim;1;1;1
1681;1003;0;4;4;0;0;60;Sim;1;1;1
1681;1002;6;3;3;0;0;60;Sim;1;1;1
1681;1001;5;8;8;0;0;60;Sim;1;1;1
1685;1023;11;10;10;0;0;60;Sim;1;1;1
1685;1021;38;0;0;0;0;60;Sim;0;0;0
1685;1010;0;4;4;0;0;60;Sim;1;1;1
1685;1003;0;10;10;0;0;60;Sim;1;1;1
1685;1001;10;10;10;0;0;60;Sim;1;1;1
1701;1023;0;2;2;0;0;60;Sim;1;1;1
1701;1021;76;0;0;0;0;60;Sim;0;0;1
1701;1010;158;11;7;0;0;60;Sim;1;1;1
1701;1009;22;2;2;0;0;60;Sim;1;1;1
1701;1002;3;0;0;15;0;60;Sim;0;0;1
1701;1001;223;0;0;0;0;60;Sim;0;0;1
1704;1021;0;25;25;0;0;30;Sim;1;1;1
1704;1009;1;0;0;0;5;30;Sim;0;1;1
1704;1002;2;3;0;0;0;30;Sim;1;1;1
1704;1001;2;25;5;0;0;30;Sim;1;1;1
1707;1024;0;5;5;0;0;60;Sim;1;1;1
1707;1023;1;3;2;0;0;60;Sim;1;1;1
1707;1021;0;0;0;0;0;60;Sim;0;1;1
1707;1003;0;21;21;0;0;60;Sim;1;1;1
1707;1002;2;0;0;1;0;60;Sim;1;1;1
1707;1001;7;6;4;0;0;60;Sim;1;1;1
1713;1024;8;34;34;0;0;60;Sim;1;1;1
1713;1023;6;18;18;0;0;60;Sim;1;1;1
1713;1021;0;10;10;0;0;60;Sim;1;1;1
1713;1009;1;1;1;0;0;60;Sim;1;1;1
1713;1003;0;12;12;0;0;60;Sim;1;1;1
1713;1002;3;15;15;0;0;60;Sim;1;1;1
1713;1001;39;42;22;0;0;60;Sim;1;1;1
1725;1030;2;6;6;0;0;30;Sim;1;1;1
1725;1023;2;2;2;0;0;30;Sim;1;1;1
1725;1021;0;2;2;0;0;30;Sim;1;1;1
1725;1009;4;5;5;0;0;30;Sim;1;1;1
1725;1002;0;3;3;0;0;30;Sim;1;1;1
1725;1001;0;2;2;0;0;30;Sim;1;1;1
1742;1023;7;0;0;13;0;45;Sim;0;0;0
1742;1021;12;6;3;0;24;45;Sim;1;1;1
1742;1009;2;6;4;0;0;45;Sim;1;1;1
1742;1002;6;0;0;0;0;45;Sim;0;0;0
1742;1001;40;82;76;0;0;45;Sim;1;1;1
1760;1021;18;65;65;27;0;30;Sim;1;1;1
1760;1010;3;6;5;0;0;30;Sim;1;1;1
1760;1009;128;142;0;0;0;30;Sim;1;1;1
1760;1003;0;3;3;0;0;30;Sim;1;1;1
1760;1002;0;0;0;6;0;30;Sim;0;0;0
1760;1001;385;2;0;290;0;30;Sim;0.286624203821656;0.286624203821656;0.286624203821656
1762;1009;1;4;4;0;0;30;Sim;1;1;1
1762;1003;36;70;70;0;0;30;Sim;1;1;1
1778;1024;16;2;0;35;0;60;Sim;1;1;1
1778;1021;23;2;0;32;0;60;Sim;1;1;1
1778;1009;22;19;19;128;0;60;Sim;1;1;1
1778;1002;4;0;0;0;0;60;Sim;0;0;0
1778;1001;43;14;14;48;0;60;Sim;1;1;1
1790;1024;1;2;1;0;0;30;Sim;1;1;1
1790;1023;1;3;3;0;0;30;Sim;1;1;1
1790;1021;0;0;0;0;0;30;Sim;0;0;0
1790;1010;0;19;19;0;0;30;Sim;1;1;1
1790;1009;1;0;0;0;5;30;Sim;0;0;0
1790;1003;1;13;13;0;0;30;Sim;1;1;1
1790;1002;5;15;14;0;0;30;Sim;1;1;1
1790;1001;2;40;39;0;0;30;Sim;1;1;1
1791;1024;241;263;263;92;0;30;Sim;1;1;1
1791;1023;0;100;100;0;0;30;Sim;1;1;1
1791;1021;1586;1865;1865;820;0;30;Sim;1;1;1
1791;1010;0;24;24;0;0;30;Sim;1;1;1
1791;1009;664;59;59;291;0;30;Sim;1;1;1
1791;1003;0;0;0;424;0;30;Sim;0;0;0
1791;1002;856;710;710;352;0;30;Sim;1;1;1
1791;1001;633;808;0;218;0;30;Sim;1;1;1
1802;1024;0;0;0;0;0;60;Sim;1;1;1
1802;1021;37;51;50;0;0;60;Sim;1;1;1
1802;1010;178;8;8;336;0;60;Sim;1;1;1
1802;1009;45;4;2;96;0;60;Sim;1;1;1
1802;1003;4;4;4;672;0;60;Sim;1;1;1
1802;1002;34;2;2;96;0;60;Sim;1;1;1
1802;1001;343;396;361;0;0;60;Sim;1;1;1
1815;1021;17;17;13;0;0;30;Sim;1;1;1
1815;1010;0;0;0;0;0;30;Sim;0;0;0
1815;1009;13;4;4;10;0;30;Sim;1;1;1
1815;1002;0;1;1;0;0;30;Sim;1;1;1
1815;1001;23;19;10;0;0;30;Sim;1;1;1
1824;1023;0;2;2;0;0;60;Sim;1;1;1
1824;1010;0;1;1;0;0;60;Sim;1;1;1
1824;1001;5;11;10;0;0;60;Sim;1;1;1
1827;1030;0;9;9;0;0;60;Sim;1;1;1
1827;1024;2;2;2;0;0;60;Sim;1;1;1
1827;1009;0;1;1;0;0;60;Sim;1;1;1
1827;1001;7;3;3;0;0;60;Sim;1;1;1
1829;1009;0;2;2;0;0;60;Sim;1;1;1
1829;1001;3;8;8;0;0;60;Sim;1;1;1
1888;1023;10;18;14;0;0;60;Sim;1;1;1
1888;1021;0;0;0;0;0;60;Sim;1;1;1
1888;1010;2;61;59;0;0;60;Sim;1;1;1
1888;1009;3;994;993;0;0;60;Sim;1;1;1
1888;1003;1;3;3;0;0;60;Sim;1;1;1
1888;1002;0;50;50;0;0;60;Sim;1;1;1
1888;1001;17;287;280;0;0;60;Sim;1;1;1
1894;1021;4;0;0;6;0;60;Sim;0;1;1
1894;1010;97;3;3;398;0;60;Sim;1;1;1
1894;1009;201;0;0;418;0;60;Sim;0;1;1
1894;1002;501;1;1;2406;0;60;Sim;0.277777777777778;1;1
1894;1001;45;0;0;85;0;60;Sim;0;1;1
1897;1024;0;54;54;0;0;30;Sim;1;1;1
1897;1023;13;112;112;0;0;30;Sim;1;1;1
1897;1021;45;338;336;0;0;30;Sim;1;1;1
1897;1010;49;69;69;0;0;30;Sim;1;1;1
1897;1009;124;121;118;0;0;30;Sim;1;1;1
1897;1003;6;702;702;0;0;30;Sim;1;1;1
1897;1002;17;144;143;0;0;30;Sim;1;1;1
1897;1001;111;241;229;0;0;30;Sim;1;1;1
1903;1024;0;2;2;0;0;60;Sim;1;1;1
1903;1023;1;1;1;0;0;60;Sim;1;1;1
1903;1021;1;20;20;0;0;60;Sim;1;1;1
1903;1010;1;1;1;0;0;60;Sim;1;1;1
1903;1009;8;11;11;0;0;60;Sim;1;1;1
1903;1003;1;3;3;0;0;60;Sim;1;1;1
1903;1002;3;25;25;0;0;60;Sim;1;1;1
1903;1001;6;15;15;0;0;60;Sim;1;1;1
1904;1009;0;30;30;0;0;60;Sim;1;1;1
1904;1001;58;0;0;50;0;60;Sim;0;0;0
1907;1021;0;1;1;0;0;60;Sim;1;1;1
1907;1001;195;70;70;0;0;60;Sim;1;1;1
1915;1024;295;591;417;0;0;60;Sim;1;1;1
1915;1023;168;515;329;0;0;60;Sim;1;1;1
1915;1009;270;408;408;58;0;60;Sim;1;1;1
1915;1003;0;3;3;0;0;60;Sim;1;1;1
1915;1001;199;535;296;0;0;60;Sim;1;1;1
1916;1024;395;894;814;0;0;45;Sim;1;1;1
1916;1023;965;1281;1067;0;0;45;Sim;1;1;1
1916;1021;0;190;190;0;0;45;Sim;1;1;1
1916;1010;132;83;83;0;0;45;Sim;1;1;1
1916;1009;174;275;255;0;0;45;Sim;1;1;1
1916;1003;10;21;21;0;0;45;Sim;1;1;1
1916;1002;59;94;30;0;22;45;Sim;1;1;1
1916;1001;2279;2731;616;0;0;45;Sim;1;1;1
1920;1024;76;22;1;77;0;30;Sim;1;1;1
1920;1023;40;22;6;0;0;30;Sim;1;1;1
1920;1021;200;143;40;134;0;30;Sim;1;1;1
1920;1010;0;1;1;0;0;30;Sim;1;1;1
1920;1009;93;40;40;114;0;30;Sim;1;1;1
1920;1002;56;43;35;34;0;30;Sim;1;1;1
1920;1001;107;53;13;0;0;30;Sim;1;1;1
1937;1021;184;397;294;0;0;60;Sim;1;1;1
1937;1010;457;213;152;823;0;60;Sim;1;1;1
1937;1009;175;53;0;0;0;60;Sim;1;1;1
1937;1003;53;0;0;30;0;60;Sim;0;0;0
1937;1002;148;125;119;0;0;60;Sim;1;1;1
1937;1001;417;133;73;853;0;60;Sim;1;1;1
1945;1021;251;45;2;0;0;60;Sim;1;1;1
1945;1010;642;342;285;1100;0;60;Sim;1;1;1
1945;1009;305;76;0;721;0;60;Sim;1;1;1
1945;1003;84;30;0;165;0;60;Sim;1;1;1
1945;1002;224;18;0;572;0;60;Sim;1;1;1
1945;1001;741;52;0;1962;0;60;Sim;1;1;1
1952;1021;0;5;5;0;0;60;Sim;1;1;1
1952;1002;14;50;50;0;0;60;Sim;1;1;1
1952;1001;99;10;10;200;0;60;Sim;1;1;1
1953;1021;103;109;109;264;0;60;Sim;1;1;1
1953;1010;154;116;106;198;0;60;Sim;1;1;1
1953;1009;93;27;0;237;0;60;Sim;1;1;1
1953;1003;35;0;0;96;0;60;Sim;0;0;0
1953;1002;118;119;109;311;0;60;Sim;1;1;1
1953;1001;297;182;166;807;0;60;Sim;1;1;1
1955;1001;0;1;1;0;0;60;Sim;1;1;1
1961;1021;18;28;28;0;0;60;Sim;1;1;1
1961;1010;21;16;16;0;0;60;Sim;1;1;1
1961;1009;16;13;0;44;0;60;Sim;1;1;1
1961;1003;8;2;2;21;0;60;Sim;1;1;1
1961;1002;19;9;4;51;0;60;Sim;1;1;1
1961;1001;65;24;6;175;0;60;Sim;1;1;1
1995;1024;0;6;0;0;0;25;Sim;1;1;1
1995;1023;1;2;0;0;0;25;Sim;1;1;1
1995;1021;0;1;1;0;0;25;Sim;1;1;1
1995;1009;1;1;0;0;0;25;Sim;1;1;1
1995;1002;1;0;0;0;0;25;Sim;0;0;0
1995;1001;12;2;0;0;0;25;Sim;1;1;1
1997;1024;9;1;1;5;0;30;Sim;1;1;1
1997;1023;30;68;68;11;0;30;Sim;1;1;1
1997;1021;7;0;0;14;0;30;Sim;0;0;0
1997;1010;2;1;1;21;0;30;Sim;1;1;1
1997;1003;0;1;1;0;0;30;Sim;1;1;1
1997;1002;25;59;59;0;0;30;Sim;1;1;1
1997;1001;13;49;42;0;0;30;Sim;1;1;1
2006;1032;2109;66;66;0;2500;45;Sim;0.938833570412518;0.938833570412518;0.938833570412518
2006;1031;2228;6625;6625;0;0;45;Sim;1;1;1
2006;1030;0;50;50;0;0;45;Sim;1;1;1
2006;1029;1021;2793;2793;0;0;45;Sim;1;1;1
2006;1028;4920;4209;4209;0;0;45;Sim;1;1;1
2006;1026;532;1722;1722;0;0;45;Sim;1;1;1
2065;1021;0;0;0;12;0;50;Sim;1;1;1
2065;1010;29;55;55;8;0;50;Sim;1;1;1
2065;1009;40;59;52;32;0;50;Sim;1;1;1
2065;1001;10;4;1;14;0;50;Sim;1;1;1
2083;1023;0;4;4;0;0;30;Sim;1;1;1
2083;1021;0;1;1;0;0;30;Sim;1;1;1
2083;1010;1;3;3;0;0;30;Sim;1;1;1
2083;1009;15;24;24;0;0;30;Sim;1;1;1
2083;1002;2;2;2;0;0;30;Sim;1;1;1
2083;1001;6;8;7;0;0;30;Sim;1;1;1
2117;1021;2;3;3;0;0;60;Sim;1;1;1
2117;1010;25;0;0;0;0;60;Sim;0;0;0
2117;1009;39;83;82;0;0;60;Sim;1;1;1
2117;1003;1;0;0;0;0;60;Sim;0;0;0
2117;1002;5;20;20;0;0;60;Sim;1;1;1
2117;1001;39;1;0;20;0;60;Sim;1;1;1
2123;1024;79;121;121;0;0;60;Sim;1;1;1
2123;1009;63;144;144;23;0;60;Sim;1;1;1
2123;1002;63;21;21;46;100;60;Sim;1;1;1
2123;1001;5;24;24;0;0;60;Sim;1;1;1
2131;1009;14;12;12;0;0;60;Sim;1;1;1
2131;1003;0;17;17;0;0;60;Sim;1;1;1
2131;1002;0;5;5;0;0;60;Sim;1;1;1
2131;1001;8;13;13;0;0;60;Sim;1;1;1
2158;1021;0;0;0;0;0;60;Sim;0;0;0
2158;1009;0;58;58;0;0;60;Sim;1;1;1
2158;1003;0;36;36;0;0;60;Sim;1;1;1
2158;1002;5;8;8;0;0;60;Sim;1;1;1
2159;1021;1861;643;201;1520;0;45;Sim;1;1;1
2159;1010;3116;8440;8440;1946;0;45;Sim;1;1;1
2159;1009;11099;21045;19834;1266;0;45;Sim;1;1;1
2159;1003;99;182;182;0;0;45;Sim;1;1;1
2159;1002;1020;2230;2230;890;0;45;Sim;1;1;1
2159;1001;15850;17875;14819;10128;0;45;Sim;1;1;1
2164;1003;5;0;0;0;0;60;Sim;0;1;1
2183;1024;8;11;11;0;0;60;Sim;1;1;1
2183;1023;3;4;4;0;0;60;Sim;1;1;1
2183;1021;4;4;4;0;0;60;Sim;1;1;1
2183;1009;6;0;0;0;0;60;Sim;0;0;0
2183;1001;12;14;14;0;0;60;Sim;1;1;1
2189;1002;0;6;6;0;0;60;Sim;1;1;1
2189;1001;0;25;25;48;0;60;Sim;1;1;1
2199;1023;16;0;0;0;0;45;Sim;0;0;0
2199;1021;31;0;0;0;0;45;Sim;0;0;0
2199;1010;50;19;15;0;0;45;Sim;1;1;1
2199;1009;18;2;0;0;0;45;Sim;1;1;1
2199;1003;1;2;2;0;0;45;Sim;1;1;1
2199;1002;37;4;0;0;0;45;Sim;1;1;1
2199;1001;156;8;0;0;0;45;Sim;1;1;1
2206;1021;0;6;6;0;0;50;Sim;1;1;1
2206;1010;0;6;6;0;0;50;Sim;1;1;1
2206;1009;19;24;24;0;0;50;Sim;1;1;1
2206;1003;3;8;8;0;0;50;Sim;1;1;1
2206;1002;0;4;4;0;0;50;Sim;1;1;1
2211;1024;82;240;222;0;0;30;Sim;1;1;1
2211;1023;101;148;92;10;0;30;Sim;1;1;1
2211;1021;119;142;118;10;0;30;Sim;1;1;1
2211;1010;118;207;177;0;0;30;Sim;1;1;1
2211;1009;0;1;1;0;0;30;Sim;1;1;1
2211;1003;14;55;51;0;0;30;Sim;1;1;1
2211;1002;149;208;196;0;0;30;Sim;1;1;1
2211;1001;520;592;314;0;0;30;Sim;1;1;1
2218;1024;6;179;172;0;0;60;Sim;1;1;1
2218;1010;0;2;2;0;0;60;Sim;1;1;1
2218;1009;0;2;0;0;0;60;Sim;1;1;1
2218;1003;1;0;0;0;2;60;Sim;1;1;1
2218;1001;179;89;85;0;0;60;Sim;1;1;1
2219;1024;0;1;0;0;0;60;Sim;1;1;1
2219;1010;0;0;0;0;0;60;Sim;1;1;1
2219;1009;0;48;48;0;0;60;Sim;1;1;1
2219;1003;0;1;1;0;0;60;Sim;1;1;1
2219;1002;1;10;10;0;0;60;Sim;1;1;1
2219;1001;107;112;0;11;0;60;Sim;1;1;1
2223;1023;2;5;5;0;0;60;Sim;1;1;1
2223;1010;0;2;2;0;0;60;Sim;1;1;1
2223;1009;0;1;1;0;0;60;Sim;1;1;1
2223;1001;11;19;19;0;0;60;Sim;1;1;1
2226;1024;46;0;0;61;0;60;Sim;0;0;1
2226;1023;26;0;0;0;0;60;Sim;0;0;1
2226;1021;0;2;2;0;0;60;Sim;1;1;1
2226;1010;0;0;0;5;0;60;Sim;0;0;1
2226;1009;33;0;0;81;0;60;Sim;0;0;1
2226;1003;13;0;0;205;0;60;Sim;0;0;1
2226;1002;61;98;0;43;0;60;Sim;1;1;1
2226;1001;160;1;0;72;0;60;Sim;0.265486725663717;0.265486725663717;1
2251;1021;25;5;5;39;0;60;Sim;1;1;1
2251;1010;90;0;0;334;0;60;Sim;0;0;0
2251;1009;33;0;0;150;0;60;Sim;0;0;0
2251;1002;315;78;63;0;0;60;Sim;1;1;1
2251;1001;114;443;430;464;0;60;Sim;1;1;1
2252;1021;24;0;0;65;0;60;Sim;0;0;0
2252;1010;138;6;6;630;0;60;Sim;1;1;1
2252;1009;98;0;0;214;0;60;Sim;0;0;0
2252;1003;9;0;0;17;0;60;Sim;0;0;0
2252;1002;668;6;1;2454;0;60;Sim;0.509915014164306;0.509915014164306;0.509915014164306
2252;1001;246;97;0;491;0;60;Sim;1;1;1
2257;1021;45;275;272;0;0;60;Sim;1;1;1
2257;1010;53;33;33;137;0;60;Sim;1;1;1
2257;1009;134;0;0;274;0;60;Sim;0;0;0
2257;1003;9;1;1;12;0;60;Sim;1;1;1
2257;1002;433;67;63;1922;0;60;Sim;1;1;1
2257;1001;229;45;15;278;0;60;Sim;1;1;1
2290;1024;0;2;1;0;0;60;Sim;1;1;1
2290;1023;1;5;5;0;0;60;Sim;1;1;1
2290;1021;2;8;8;0;0;60;Sim;1;1;1
2290;1010;10;33;33;0;0;60;Sim;1;1;1
2290;1009;21;26;25;0;0;60;Sim;1;1;1
2290;1003;0;20;20;0;0;60;Sim;1;1;1
2290;1002;5;42;42;0;0;60;Sim;1;1;1
2290;1001;10;56;55;0;0;60;Sim;1;1;1
2304;1023;28;57;57;0;0;45;Sim;1;1;1
2304;1021;91;802;802;0;0;45;Sim;1;1;1
2304;1010;137;393;378;0;0;45;Sim;1;1;1
2304;1009;55;263;257;0;0;45;Sim;1;1;1
2304;1003;53;730;730;0;0;45;Sim;1;1;1
2304;1002;60;486;480;0;0;45;Sim;1;1;1
2304;1001;19;2579;2579;0;0;45;Sim;1;1;1
2314;1009;0;9;9;0;0;60;Sim;1;1;1
2314;1003;0;3;3;0;0;60;Sim;1;1;1
2314;1001;3;4;4;0;0;60;Sim;1;1;1
2322;1021;0;10;10;0;0;50;Sim;1;1;1
2322;1010;40;92;92;0;0;50;Sim;1;1;1
2322;1009;87;38;27;0;125;50;Sim;1;1;1
2322;1003;3;11;11;0;0;50;Sim;1;1;1
2322;1002;0;5;5;0;0;50;Sim;1;1;1
2322;1001;30;9;4;15;0;50;Sim;1;1;1
2336;1023;0;1000;1000;0;0;45;Sim;1;1;1
2336;1021;38;300;300;0;0;45;Sim;1;1;1
2336;1010;2331;3750;3750;0;0;45;Sim;1;1;1
2336;1009;414;47010;47010;0;0;45;Sim;1;1;1
2336;1003;113;308;308;0;0;45;Sim;1;1;1
2336;1002;301;556;556;0;0;45;Sim;1;1;1
2336;1001;827;4200;4200;0;0;45;Sim;1;1;1
2337;1009;0;2;2;0;0;45;Sim;1;1;1
2337;1001;2;1;0;0;0;45;Sim;1;1;1
2338;1023;0;0;0;0;0;45;Sim;0;0;0
2338;1009;4;10;10;0;0;45;Sim;1;1;1
2338;1003;0;0;0;0;0;45;Sim;0;0;0
2338;1002;1;1;1;0;0;45;Sim;1;1;1
2338;1001;0;1;1;0;0;45;Sim;1;1;1
2339;1023;0;8;8;0;0;60;Sim;1;1;1
2339;1021;0;2;2;0;0;60;Sim;1;1;1
2339;1009;18;1;1;50;0;60;Sim;1;1;1
2339;1002;12;0;0;25;0;60;Sim;0;0;0
2339;1001;1;0;0;0;0;60;Sim;0;0;0
2346;1024;0;1;1;0;0;60;Sim;1;1;1
2346;1023;0;8;8;0;0;60;Sim;1;1;1
2346;1021;1;4;4;0;0;60;Sim;1;1;1
2346;1010;8;12;12;0;0;60;Sim;1;1;1
2346;1009;13;2;2;0;20;60;Sim;1;1;1
2346;1003;1;2;2;0;0;60;Sim;1;1;1
2346;1002;2;11;11;0;0;60;Sim;1;1;1
2346;1001;6;10;10;0;0;60;Sim;1;1;1
2373;1024;0;1;1;0;0;45;Sim;1;1;1
2373;1023;6;2;2;0;0;45;Sim;1;1;1
2373;1021;0;30;30;0;0;45;Sim;1;1;1
2373;1010;0;76;56;0;0;45;Sim;1;1;1
2373;1009;49;28;28;0;0;45;Sim;1;1;1
2373;1003;0;4;4;0;0;45;Sim;1;1;1
2373;1002;34;288;288;0;0;45;Sim;1;1;1
2373;1001;15;242;242;0;0;45;Sim;1;1;1
2382;1024;34;21;9;0;0;60;Sim;1;1;1
2382;1021;53;0;0;60;0;60;Sim;0;0;0
2382;1010;0;0;0;20;0;60;Sim;1;1;1
2382;1002;6;0;0;0;0;60;Sim;0;0;0
2382;1001;29;0;0;20;15;60;Sim;0;0;0
2387;1024;23;10;0;0;0;45;Sim;1;1;1
2387;1023;60;49;37;0;0;45;Sim;1;1;1
2387;1021;18;21;18;0;0;45;Sim;1;1;1
2387;1009;14;11;0;0;0;45;Sim;1;1;1
2387;1003;4;3;3;0;0;45;Sim;1;1;1
2387;1002;23;22;22;0;0;45;Sim;1;1;1
2387;1001;55;41;38;0;0;45;Sim;1;1;1
2443;1001;0;1;1;0;0;60;Sim;1;1;1
2451;1021;4;17;0;0;0;30;Sim;1;1;1
2451;1010;232;156;0;172;0;30;Sim;1;1;1
2451;1009;360;0;0;162;0;30;Sim;0;0;0
2451;1003;1;0;0;0;0;30;Sim;0;0;0
2451;1002;65;0;0;84;0;30;Sim;0;0;0
2451;1001;174;0;0;108;0;30;Sim;0;0;0
2452;1021;151;96;36;92;0;30;Sim;1;1;1
2452;1010;32;16;0;36;0;30;Sim;1;1;1
2452;1009;19;17;0;13;0;30;Sim;1;1;1
2452;1002;8;8;0;4;0;30;Sim;1;1;1
2452;1001;36;14;0;53;0;30;Sim;1;1;1
2459;1024;69;125;116;0;20;60;Sim;1;1;1
2459;1023;53;44;32;0;0;60;Sim;1;1;1
2459;1021;32;19;15;0;0;60;Sim;1;1;1
2459;1010;23;42;42;0;0;60;Sim;1;1;1
2459;1009;48;199;196;0;40;60;Sim;1;1;1
2459;1003;22;32;27;0;0;60;Sim;1;1;1
2459;1002;28;108;107;140;0;60;Sim;1;1;1
2459;1001;71;27;5;20;0;60;Sim;1;1;1
2513;1023;29;74;72;0;0;30;Sim;1;1;1
2513;1021;1;36;36;0;0;30;Sim;1;1;1
2513;1010;24;31;28;0;0;30;Sim;1;1;1
2513;1009;17;79;68;0;0;30;Sim;1;1;1
2513;1003;48;223;223;0;0;30;Sim;1;1;1
2513;1002;47;50;50;0;0;30;Sim;1;1;1
2513;1001;4;1;0;30;0;30;Sim;1;1;1
2516;1023;2;57;57;0;0;30;Sim;1;1;1
2516;1021;1;6;6;0;0;30;Sim;1;1;1
2516;1010;6;112;112;0;0;30;Sim;1;1;1
2516;1009;12;23;20;0;0;30;Sim;1;1;1
2516;1003;18;42;42;0;0;30;Sim;1;1;1
2516;1002;8;37;36;0;0;30;Sim;1;1;1
2516;1001;3;136;134;0;0;30;Sim;1;1;1
2517;1023;11;30;28;0;0;30;Sim;1;1;1
2517;1021;2;14;14;0;0;30;Sim;1;1;1
2517;1010;17;4;2;0;0;30;Sim;1;1;1
2517;1009;23;52;39;0;0;30;Sim;1;1;1
2517;1003;35;23;23;0;0;30;Sim;1;1;1
2517;1002;30;30;29;0;0;30;Sim;1;1;1
2517;1001;1;0;0;0;0;30;Sim;1;1;1
2558;1024;257;2000;2000;0;0;45;Sim;1;1;1
2558;1021;1458;1538;1538;0;0;45;Sim;1;1;1
2558;1010;30;3016;3016;0;0;45;Sim;1;1;1
2558;1009;794;12969;12969;0;0;45;Sim;1;1;1
2558;1002;41;1444;1444;0;0;45;Sim;1;1;1
2558;1001;18;25542;25542;0;0;45;Sim;1;1;1
2575;1023;3;3;3;0;0;60;Sim;1;1;1
2575;1021;1;2;2;0;0;60;Sim;1;1;1
2575;1010;10;13;13;0;0;60;Sim;1;1;1
2575;1009;51;46;46;0;0;60;Sim;1;1;1
2575;1003;38;0;0;0;27;60;Sim;0;0;0
2575;1002;3;6;6;0;0;60;Sim;1;1;1
2575;1001;40;45;45;0;0;60;Sim;1;1;1
2618;1023;45;7;0;0;0;45;Sim;1;1;1
2618;1021;16;0;0;0;0;45;Sim;0;0;0
2618;1010;11;0;0;15;0;45;Sim;0;0;0
2618;1009;37;1;0;274;0;45;Sim;0.731707317073171;0.731707317073171;0.731707317073171
2618;1003;1;0;0;0;0;45;Sim;1;1;1
2618;1002;14;12;0;10;0;45;Sim;1;1;1
2618;1001;91;0;0;0;0;45;Sim;0;0;0
2619;1023;4;0;0;0;0;60;Sim;0;0;0
2619;1009;6;0;0;0;0;60;Sim;0;0;0
2619;1002;38;0;0;0;0;60;Sim;0;0;0
2619;1001;3;8;8;0;0;60;Sim;1;1;1
2632;1023;81;1;1;0;0;30;Sim;0.393013100436681;0.393013100436681;0.393013100436681
2632;1021;0;1;1;0;0;30;Sim;1;1;1
2632;1010;96;0;0;0;0;30;Sim;0;0;0
2632;1009;335;0;0;0;0;30;Sim;0;0;0
2632;1003;48;0;0;0;0;30;Sim;0;0;0
2632;1002;85;2;0;0;0;30;Sim;0.743801652892562;0.743801652892562;0.743801652892562
2632;1001;237;12;12;0;0;30;Sim;1;1;1
2633;1023;3;2;2;0;0;30;Sim;1;1;1
2633;1021;0;0;0;0;0;30;Sim;1;1;1
2633;1010;123;0;0;0;0;30;Sim;0;0;0
2633;1009;191;0;0;0;0;30;Sim;0;0;0
2633;1003;96;0;0;0;0;30;Sim;0;0;0
2633;1002;140;4;0;0;0;30;Sim;0.372670807453416;0.372670807453416;0.372670807453416
2633;1001;253;1;0;0;0;30;Sim;0.051605504587156;0.051605504587156;0.051605504587156
2637;1030;0;4;4;0;0;30;Sim;1;1;1
2638;1024;28;39;38;0;0;60;Sim;1;1;1
2638;1023;55;37;21;0;133;60;Sim;1;1;1
2638;1021;55;46;46;0;0;60;Sim;1;1;1
2638;1010;0;5;5;0;0;60;Sim;1;1;1
2638;1009;29;5;5;0;0;60;Sim;1;1;1
2638;1003;0;9;5;0;0;60;Sim;1;1;1
2638;1002;13;0;0;0;15;60;Sim;0;0;0
2638;1001;139;34;0;0;230;60;Sim;1;1;1
2641;1030;0;8;8;0;0;50;Sim;1;1;1
2641;1023;1;1;1;0;0;50;Sim;1;1;1
2641;1009;8;8;8;0;0;50;Sim;1;1;1
2641;1003;0;0;0;8;0;50;Sim;1;1;1
2641;1002;1;0;0;0;0;50;Sim;0;0;0
2641;1001;3;3;3;0;0;50;Sim;1;1;1
2650;1024;106;253;202;0;0;30;Sim;1;1;1
2650;1023;4;36;19;0;0;30;Sim;1;1;1
2650;1021;41;95;90;0;0;30;Sim;1;1;1
2650;1010;5;10;6;0;0;30;Sim;1;1;1
2650;1009;70;503;494;0;0;30;Sim;1;1;1
2650;1003;0;3;3;0;0;30;Sim;1;1;1
2650;1002;177;391;382;20;0;30;Sim;1;1;1
2650;1001;319;602;251;30;0;30;Sim;1;1;1
2660;1023;6;1;1;0;0;60;Sim;1;1;1
2660;1010;0;1;1;0;0;60;Sim;1;1;1
2660;1001;20;3;0;0;0;60;Sim;1;1;1
2663;1024;1;0;0;0;0;60;Sim;0;0;0
2663;1001;1;0;0;0;0;60;Sim;0;0;0
2670;1024;28;27;22;0;0;60;Sim;1;1;1
2670;1021;2;1;1;3;0;60;Sim;1;1;1
2670;1010;1;0;0;44;0;60;Sim;0;1;1
2670;1009;0;0;0;0;0;60;Sim;0;1;1
2670;1003;2;5;5;0;0;60;Sim;1;1;1
2670;1002;16;13;13;28;0;60;Sim;1;1;1
2670;1001;267;10;0;360;0;60;Sim;0.742574257425743;1;1
2671;1024;73;31;31;0;0;60;Sim;1;1;1
2671;1021;216;151;151;150;0;60;Sim;1;1;1
2671;1010;0;0;0;50;0;60;Sim;1;1;1
2671;1009;37;168;168;39;0;60;Sim;1;1;1
2671;1003;5;70;70;0;0;60;Sim;1;1;1
2671;1002;72;52;52;50;0;60;Sim;1;1;1
2671;1001;1735;705;281;1640;0;60;Sim;1;1;1
2694;1023;20;61;61;0;0;30;Sim;1;1;1
2694;1021;0;778;778;0;0;30;Sim;1;1;1
